source,optional,offerId,templateId,name,loyalty,globalStock,stock,buyLimit,route,questGate,costRub,productValueRub,costValueRatio,pricedNodes,flags
Artem,false,66bf757f27d0b097db0acf46,5b099ac65acfc400186331e1,Магазин на 20 патронов 7.62x51 для SA58/FAL,2,unlimited,99999,6,cash,,10475,2780,3.768,1/1,very-expensive
Artem,false,66bf757f27d0b097db0acf47,55d614004bdc2d86028b4568,"Глушитель SureFire ""SOCOM556-MONSTER"" 5.56x45",2,finite,173,4,cash,,45321,43000,1.054,1/1,
Artem,false,66bf757f27d0b097db0acf48,5df25b6c0b92095fd441e4cf,Магазин на 5 патронов 7.62x51 для ОРСИС T-5000M,2,finite,852,5,cash,,2221,1950,1.139,1/1,
Artem,false,66bf757f27d0b097db0acf49,59d6272486f77466146386ff,"Магазин Magpul ""PMAG 30 GEN M3"" на 30 патронов 7.62x39 для АК",2,finite,52,6,cash,,12523,3183,3.934,1/1,very-expensive
Artem,false,66bf757f27d0b097db0acf4a,618bb76513f5097c8d5aa2d5,"Рюкзак Группа 99 ""Т20"" (Умбра)",2,unlimited,99999,5,cash,,39239,29410,1.334,1/1,
Artem,false,66bf757f27d0b097db0acf4b,5c066e3a0db834001b7353f0,"Прибор ночного видения Armasight ""N-15""",2,finite,8,1,cash,,43215,74800,0.578,1/1,
Artem,false,66bf757f27d0b097db0acf4c,5c0696830db834001d23f5da,Прибор ночного видения ПНВ-10Т,2,finite,13,1,cash,,32962,28000,1.177,1/1,
Artem,false,66bf757f27d0b097db0acf4d,56dff2ced2720bb4668b4567,5.45x39мм ПП гс,2,unlimited,99999,240,cash,,172,220,0.782,1/1,
Artem,false,66bf757f27d0b097db0acf4e,58948c8e86f77409493f7266,Пистолет-пулемет SIG MPX 9x19,2,unlimited,99999,3,cash,,74823,79040,0.947,15/15,
Artem,false,66bf757f27d0b097db0acf4f,5ba2657ed4351e0035628ff2,Магазин на 30 патронов 4.6x30 для HK MP7,2,unlimited,99999,6,cash,,8453,6001,1.409,1/1,
Artem,false,66bf757f27d0b097db0acf50,558022b54bdc2dac148b458d,"Голографический прицел EOTech ""EXPS3-0"" (Песочный)",2,unlimited,99999,4,cash,,24563,26250,0.936,1/1,
Artem,false,66bf757f27d0b097db0acf51,545cdae64bdc2d39198b4568,"Рюкзак штурмовой Camelbak ""Tri-Zip"" (Foliage)",2,unlimited,99999,4,cash,,50359,61325,0.821,1/1,
Artem,false,66bf757f27d0b097db0acf52,5a351711c4a282000b1521a4,"Магазин X Products ""X-5"" на 50 патронов 9x19 для HK MP5",2,unlimited,99999,4,cash,,26325,13946,1.888,1/1,
Artem,false,66bf757f27d0b097db0acf53,5b3b6e495acfc4330140bd88,"Ночной прицел Armasight ""Vulcan MG 3.5x Bravo""",2,finite,264,2,cash,,29102,46950,0.620,1/1,
Artem,false,66bf757f27d0b097db0acf54,5888988e24597752fe43a6fa,Магазин на 10 патронов 7.62x51 для ДВЛ-10,2,unlimited,99999,10,cash,,5600,4493,1.246,1/1,
Artem,false,66bf757f27d0b097db0acf55,5f2a9575926fd9352339381f,Винтовка Kel-Tec RFB 7.62x51,2,unlimited,99999,2,cash,,33490,57830,0.579,7/7,
Artem,false,66bf757f27d0b097db0acf56,62e14904c2699c0ec93adc47,"Пистолет-пулемет СР-2М ""Вереск"" 9x21",2,unlimited,99999,3,cash,,35593,43977,0.809,8/8,
Artem,false,66bf757f27d0b097db0acf57,5a0abb6e1526d8000a025282,"Переходник ""Тактика Тула"" для АК 7.62x39",2,unlimited,99999,2,cash,,693,615,1.127,1/1,
Artem,false,66bf757f27d0b097db0acf58,5e4d34ca86f774264f758330,"Активные наушники Walker's ""Razor Digital""",2,unlimited,99999,2,cash,,31625,35100,0.901,1/1,
Artem,false,66bf757f27d0b097db0acf59,5e9db13186f7742f845ee9d3,Разгрузочный жилет LBT-1961A Load Bearing Chest Rig (MAS Grey),2,unlimited,99999,3,cash,,73829,38250,1.930,1/1,
Artem,false,66bf757f27d0b097db0acf5a,59fafc9386f774067d462453,"Магазин US Palm ""AK30"" на 30 патронов 7.62x39 для АК (FDE)",2,finite,483,6,cash,,15675,4700,3.335,1/1,very-expensive
Artem,false,66bf757f27d0b097db0acf5b,58491f3324597764bc48fa02,"Голографический прицел EOTech ""XPS3-0""",2,unlimited,99999,4,cash,,24563,19985,1.229,1/1,
Artem,false,66bf757f27d0b097db0acf5c,59fafc5086f7740dbe19f6c3,"Магазин US Palm ""AK30"" на 30 патронов 7.62x39 для АК (Черный)",2,finite,483,6,cash,,15675,4387,3.573,1/1,very-expensive
Artem,false,66bf757f27d0b097db0acf5d,66326bfd46817c660d015154,66326bfd46817c660d015154,2,finite,6844,none,cash+quest,67464750efd379bfffb1d539,75000,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acf5e,5c0e5edb86f77461f55ed1f7,"Бронежилет БНТИ ""Жук"" (Пресса)",2,unlimited,99999,2,cash,,97745,39522,2.473,8/8,
Artem,false,66bf757f27d0b097db0acf5f,5c925fa22e221601da359b7b,9x19мм AP 6.3,2,unlimited,99999,180,cash,,795,210,3.786,1/1,very-expensive
Artem,false,66bf757f27d0b097db0acf60,5c0d668f86f7747ccb7f13b2,9x39мм СПП гс,2,finite,2391,170,cash,,752,440,1.709,1/1,
Artem,false,66bf757f27d0b097db0acf61,5e023e53d4353e3302577c4c,7.62x51мм БПЗ FMJ,2,unlimited,99999,140,cash,,212,240,0.883,1/1,
Artem,false,66bf757f27d0b097db0acf62,5c7fb51d2e2216001219ce11,"Пламегаситель SureFire ""SF3P"" 5.56x45 для AR-15",2,unlimited,99999,4,cash,,6239,6420,0.972,1/1,
Artem,false,66bf757f27d0b097db0acf63,55d482194bdc2d1d4e8b456b,Магазин 6Л31 на 60 патронов 5.45x39 для АК-74,2,finite,24,3,cash,,26239,18319,1.432,1/1,
Artem,false,66bf757f27d0b097db0acf64,6499849fc93611967b034949,Автомат Калашникова АК-12 5.45x39,2,unlimited,99999,3,cash,,49523,78397,0.632,12/12,
Artem,false,66bf757f27d0b097db0acf65,590c60fc86f77412b13fddcf,Планшет для документов,2,unlimited,99999,2,barter,,206507,167469,1.233,1/1,
Artem,false,66bf757f27d0b097db0acf66,5c1bc5612e221602b5429350,"Тактическая рукоятка Зенит ""РК-1""",2,finite,125,4,cash,,12475,11380,1.096,1/1,
Artem,false,66bf757f27d0b097db0acf67,5e54f79686f7744022011103,Маска Pestily,2,unlimited,99999,8,cash,,46300,94900,0.488,1/1,
Artem,false,66bf757f27d0b097db0acf68,5710c24ad2720bc3458b45a3,Ручная граната Ф-1,2,finite,182,6,cash,,8562,5600,1.529,1/1,
Artem,false,66bf757f27d0b097db0acf69,58d3db5386f77426186285a0,Ручная граната M67,2,finite,206,6,cash,,10292,8020,1.283,1/1,
Artem,false,66bf757f27d0b097db0acfa6,66326bfd46817c660d015125,66326bfd46817c660d015125,2,finite,952,4,cash,,140000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfa7,66326bfd46817c660d015126,66326bfd46817c660d015126,2,finite,435,4,cash,,140000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfb6,66326bfd46817c660d015137,66326bfd46817c660d015137,2,finite,895,3,cash,,169963,,,8/9,partial-product-value
Artem,false,66bf757f27d0b097db0acfc8,66326bfd46817c660d015131,66326bfd46817c660d015131,2,finite,875,3,cash,,78465,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfc9,66326bfd46817c660d015150,66326bfd46817c660d015150,2,finite,60,2,cash,,30000,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfcb,66326bfd46817c660d01512d,66326bfd46817c660d01512d,2,finite,422,4,cash,,140000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfcc,6673b1ac5cae0610f1079d7e,6673b1ac5cae0610f1079d7e,2,finite,220,4,cash,,100000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfcd,66bf757f27d0b097db0ace48,66bf757f27d0b097db0ace48,2,unlimited,9999999,4,cash,,50000,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfce,66bf757f27d0b097db0ace49,66bf757f27d0b097db0ace49,2,unlimited,9999999,4,cash,,50000,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfcf,66bf757f27d0b097db0ace4a,66bf757f27d0b097db0ace4a,2,unlimited,9999999,4,cash,,50000,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfd0,66bf757f27d0b097db0ace36,66bf757f27d0b097db0ace36,2,unlimited,9999999,3,cash,,170000,,,6/7,partial-product-value
Artem,false,66bf757f27d0b097db0acfd1,66bf757f27d0b097db0ace38,66bf757f27d0b097db0ace38,2,unlimited,9999999,3,cash,,150000,,,4/5,partial-product-value
Artem,false,66bf757f27d0b097db0acfd2,669819683571cb050b0b6391,669819683571cb050b0b6391,2,finite,230,6,cash,,40000,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfd3,669819683571cb050b0b6392,669819683571cb050b0b6392,2,finite,230,6,cash,,40000,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfd6,66326bfd46817c660d01512c,66326bfd46817c660d01512c,2,finite,565,4,cash,,100000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfd7,66326bfd46817c660d01514f,66326bfd46817c660d01514f,2,finite,453,10,cash,,6293,,,0/1,partial-product-value
Artem,false,674e0b5c906e7939fa1ea4c2,674e0b363c4bc8bb29fe0984,674e0b363c4bc8bb29fe0984,2,finite,500,3,cash,,1000,,,0/1,partial-product-value
Artem,false,674e4f51af7d030c7583beeb,674e4ef58257d9804d145885,674e4ef58257d9804d145885,2,finite,500,3,cash,,50000,,,0/1,partial-product-value
Artem,false,674f345ece8d9b62b82833ea,674f340a7dba6c637c00a76c,674f340a7dba6c637c00a76c,2,finite,500,3,cash,,50000,,,0/1,partial-product-value
Artem,false,674f3602933e389d9dd1db9f,674f35e08578c7579fcb9970,674f35e08578c7579fcb9970,2,finite,500,3,cash,,50000,,,0/1,partial-product-value
Artem,false,674f49516c82decafeaba3be,674f48eaa2e633be4b4348c4,674f48eaa2e633be4b4348c4,2,finite,500,3,cash,,1000,,,0/1,partial-product-value
Artem,false,674f5969c285639929cae167,674f592b98bc2083d3006264,674f592b98bc2083d3006264,2,finite,500,3,cash,,1000,,,0/1,partial-product-value
Artem,false,674f5cb5f8eb9072af6f8a05,674f5c75a98cdbbe850e0fab,674f5c75a98cdbbe850e0fab,2,finite,500,3,cash,,1000,,,0/1,partial-product-value
Artem,false,674f6298376c273da18d599a,674f627197d32e9e3b16d465,674f627197d32e9e3b16d465,2,finite,693,2,cash,,50000,,,0/1,partial-product-value
Artem,false,674f6846602c6170a098e4be,674f681bda9a0c381171ea25,674f681bda9a0c381171ea25,2,finite,500,3,cash,,1000,,,0/1,partial-product-value
Artem,false,674f69407f69840deb854835,674f690a7abfbaac80fa2587,674f690a7abfbaac80fa2587,2,finite,500,3,cash,,1000,,,0/1,partial-product-value
Artem,false,674f6ad4b6700dec3a2bc706,674f6a7a3b1cb546b93ebdee,674f6a7a3b1cb546b93ebdee,2,finite,300,6,cash,,1000,,,0/1,partial-product-value
Artem,false,674f6b48b48fe4360b7ffa06,674f6b1747bec257e33712b4,674f6b1747bec257e33712b4,2,finite,300,6,cash,,1000,,,0/1,partial-product-value
Artem,false,674f6e426bc56e3a49345446,674f6e0ccc2f0292beb75c54,674f6e0ccc2f0292beb75c54,2,finite,643,2,cash,,1000,,,0/1,partial-product-value
Artem,false,6754997507c11171cc6454af,67548853f1ba8ca2b34fa4d0,67548853f1ba8ca2b34fa4d0,2,finite,1493,2,cash,,40000,,,0/1,partial-product-value
Artem,false,675499cb5057b52f4cb9b2a2,6754946b62f4db9c0404bd2b,6754946b62f4db9c0404bd2b,2,finite,1493,2,cash,,40000,,,0/1,partial-product-value
Artem,false,676a2600c1b43ce8a21c5267,676a24b5c3a24ed47d79720c,676a24b5c3a24ed47d79720c,2,finite,200,6,cash,,200,,,0/1,partial-product-value
Artem,false,676a327500fd8c48f31b99c8,676a31defb84836a874777a6,676a31defb84836a874777a6,2,finite,200,6,cash,,200,,,0/1,partial-product-value
Artem,false,676a35eb374851056b8f40d6,676a34d23980119d8d5461c0,676a34d23980119d8d5461c0,2,finite,200,6,cash,,200,,,0/1,partial-product-value
Artem,false,676ab898a6dfffee6ea86925,676ab7e323e05eb20de89163,676ab7e323e05eb20de89163,2,finite,200,6,cash,,200,,,0/1,partial-product-value
Artem,false,676aba3b89abd820b823d144,676ab93db29a95d6fb6fbf19,676ab93db29a95d6fb6fbf19,2,finite,200,6,cash,,200,,,0/1,partial-product-value
Artem,false,676ac7b5558cdb44d740d037,676ac6e0769e44deb14a028a,676ac6e0769e44deb14a028a,2,finite,200,6,cash,,200,,,0/1,partial-product-value
Artem,false,676ad665e25ae9db51cf952a,676ad644ed32115c8b46342d,676ad644ed32115c8b46342d,2,finite,200,6,cash,,200,,,0/1,partial-product-value
Artem,false,676ad8f67e751d17aaa9bbef,676ad83f4488c50df0ebb8ff,676ad83f4488c50df0ebb8ff,2,finite,200,6,cash,,200,,,0/1,partial-product-value
Artem,false,67709e87fa930c09f741fa0d,67708ffbd78ed00a0b03b271,67708ffbd78ed00a0b03b271,2,finite,200,4,cash,,1500,,,0/1,partial-product-value
Artem,false,67709f074db173ee5a11a69e,67709e1ac9f65ea01033498b,67709e1ac9f65ea01033498b,2,finite,200,4,cash,,1500,,,0/1,partial-product-value
Artem,false,67709f5a607644beb06f81a9,67709f35bcb7344a48a13c10,67709f35bcb7344a48a13c10,2,finite,200,4,cash,,1500,,,0/1,partial-product-value
Artem,false,6770bca98bb57ad823acf2a0,6770ba90ecb0e684560d8184,6770ba90ecb0e684560d8184,2,finite,200,4,cash,,1500,,,0/1,partial-product-value
Artem,false,6771be5a75dd1f5dcd39d8ff,6771bb1b8df8c956d414842c,6771bb1b8df8c956d414842c,2,finite,200,4,cash,,200,,,0/1,partial-product-value
Artem,false,6771be748078738c560c93c0,6771bd1c7cac7844d18b8aaa,6771bd1c7cac7844d18b8aaa,2,finite,200,4,cash,,200,,,0/1,partial-product-value
Artem,false,6771be8b99d5a730fe8797f9,6771bdde30136eb8171a4b36,6771bdde30136eb8171a4b36,2,finite,200,4,cash,,200,,,0/1,partial-product-value
Artem,false,6771bec28bd0da6592bf6cf7,6770852638b652c9b4e588a9,6770852638b652c9b4e588a9,2,finite,1042,10,cash,,6293,,,0/1,partial-product-value
Artem,false,6773fc308eaf3410d6dbf634,6773fbc54cafcf4c255207bd,6773fbc54cafcf4c255207bd,2,finite,750,3,cash,,1000,,,0/1,partial-product-value
Artem,false,6773fc7f0c38a70d3f1d35da,6773f8527775544a1b59da0a,6773f8527775544a1b59da0a,2,finite,750,3,cash,,1000,,,0/1,partial-product-value
Artem,false,6773fccf3bc3e808c87959a0,6773f6a441e9ad98ad1e00f8,6773f6a441e9ad98ad1e00f8,2,finite,750,3,cash,,1000,,,0/1,partial-product-value
Artem,false,6773fcec3db991e925addd5c,6773f2fc34e508088a53800f,6773f2fc34e508088a53800f,2,finite,750,3,cash,,1000,,,0/1,partial-product-value
Artem,false,677412c3f612201acb64ab82,67741256f0101c0e0ff4eada,67741256f0101c0e0ff4eada,2,finite,200,4,cash,,200,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acf13,5d6e6911a4b9361bd5780d52,12/70 флешетта,3,finite,8644,100,cash+quest,6740b5875ef4d62a019c51f2,330,334,0.988,1/1,
Artem,false,66bf757f27d0b097db0acf14,5efb0da7a29a85116f6ea05f,9x19мм ПБП гж,3,unlimited,99999,70,cash,,581,600,0.968,1/1,
Artem,false,66bf757f27d0b097db0acf15,606587252535c57a13424cfd,Штурмовая винтовка CMMG Mk47 Mutant 7.62x39,3,unlimited,99999,2,cash,,134520,106051,1.268,13/13,
Artem,false,66bf757f27d0b097db0acf16,617fd91e5539a84ec44ce155,Ручная граната РГН,3,unlimited,99999,4,cash,,25200,13900,1.813,1/1,
Artem,false,66bf757f27d0b097db0acf17,618a431df1eb8e24b8741deb,Ручная граната РГО,3,unlimited,99999,4,cash,,25200,10800,2.333,1/1,
Artem,false,66bf757f27d0b097db0acf18,5447a9cd4bdc2dbd208b4567,Штурмовая винтовка Colt M4A1 5.56x45,3,unlimited,99999,2,cash,,312655,298948,1.046,21/21,
Artem,false,66bf757f27d0b097db0acf19,6165ac306ef05c2ce828ef74,Штурмовая винтовка FN SCAR-H 7.62x51 (FDE),3,unlimited,99999,2,cash,,128530,118149,1.088,15/15,
Artem,false,66bf757f27d0b097db0acf1a,57838f9f2459774a150289a0,Магазин 6Л25 на 20 патронов 9x39 для ВСС/Вал (Слива),3,unlimited,99999,6,cash,,8625,5999,1.438,1/1,
Artem,false,66bf757f27d0b097db0acf1b,626673016f1edc06f30cf6d5,"Глушитель KAC ""QDC"" 5.56x45",3,finite,270,2,cash,,92501,71000,1.303,1/1,
Artem,false,66bf757f27d0b097db0acf1c,5e208b9842457a4a7a33d074,"Модератор звука Гексагон ""ДТКП MK.2"" 7.62x39 для АК",3,finite,182,2,cash,,58239,51714,1.126,1/1,
Artem,false,66bf757f27d0b097db0acf1d,5f60cd6cf2bcbb675b00dac6,"Активные наушники Walker's ""XCEL 500BT""",3,unlimited,99999,2,cash,,54600,60125,0.908,1/1,
Artem,false,66bf757f27d0b097db0acf1e,5cc80f38e4a949001152b560,5.7x28мм SS190,3,unlimited,99999,200,cash,,532,460,1.157,1/1,
Artem,false,66bf757f27d0b097db0acf1f,64b7af434b75259c590fa893,7.62x39мм ПП гж,3,unlimited,99999,none,cash,,442,710,0.623,1/1,unbounded-purchase
Artem,false,66bf757f27d0b097db0acf20,59e6906286f7746c9f75e847,5.56x45мм M856A1,3,unlimited,99999,190,cash,,372,426,0.873,1/1,
Artem,false,66bf757f27d0b097db0acf21,54527ac44bdc2d36668b4567,5.56x45мм M855A1,3,unlimited,99999,150,cash,,681,710,0.959,1/1,
Artem,false,66bf757f27d0b097db0acf22,5aafbde786f774389d0cbc0f,Кейс для патронов,3,finite,24,1,cash,,173582,162552,1.068,1/1,
Artem,false,66bf757f27d0b097db0acf23,5b057b4f5acfc4771e1bd3e9,"Тактическая рукоятка Stark ""SE-5 Express Forward""",3,finite,340,6,cash,,18475,15604,1.184,1/1,
Artem,false,66bf757f27d0b097db0acf24,655df24fdf80b12750626d0a,"Тактическая рукоятка Stark ""SE-5 Express Forward"" (FDE)",3,finite,340,6,cash,,18475,14823,1.246,1/1,
Artem,false,66bf757f27d0b097db0acf25,5ba26586d4351e44f824b340,Магазин на 40 патронов 4.6x30 для HK MP7,3,unlimited,99999,4,cash,,13220,12142,1.089,1/1,
Artem,false,66bf757f27d0b097db0acf26,64b8725c4b75259c590fa899,.300 Blackout CBJ,3,unlimited,99999,200,cash,,599,550,1.089,1/1,
Artem,false,66bf757f27d0b097db0acf27,609e8540d5c319764c2bc2e9,"Бронежилет NFM ""THOR Concealable Reinforced Vest""",3,unlimited,99999,2,cash,,105795,62579,1.691,7/7,
Artem,false,66bf757f27d0b097db0acf28,56dff026d2720bb8668b4567,5.45x39мм БС гс,3,unlimited,99999,130,cash,,672,780,0.862,1/1,
Artem,false,66bf757f27d0b097db0acf29,60098ad7c2240c0fe85c570a,Индивидуальная тактическая аптечка AFAK,3,unlimited,99999,6,cash+quest,6741da44d68092ca9722521a,54829,41600,1.318,1/1,
Artem,false,66bf757f27d0b097db0acf2a,5df8ce05b11454561e39243b,Марксманская винтовка Knight's Armament Company SR-25 7.62x51,3,unlimited,99999,2,cash,,95504,104149,0.917,13/13,
Artem,false,66bf757f27d0b097db0acf2b,5b3b99475acfc432ff4dcbee,"Оптический прицел 30мм EOTech ""Vudu 1-6x24""",3,unlimited,99999,3,cash,,75900,44344,1.712,1/1,
Artem,false,66bf757f27d0b097db0acf2c,6567e7681265c8a131069b0f,"Оптический прицел 30мм SIG Sauer ""TANGO6T 1-6x24""",3,unlimited,99999,2,cash,,50000,68601,0.729,1/1,
Artem,false,66bf757f27d0b097db0acf2d,5e9dacf986f774054d6b89f4,"Бронежилет ФОРТ ""Дефендер-2""",3,unlimited,99999,2,cash,,205223,158901,1.292,9/9,
Artem,false,66bf757f27d0b097db0acf2e,5c1cd46f2e22164bef5cfedb,"Тактическая рукоятка Зенит ""РК-1"" на креплении ""Б-25У""",3,finite,40,2,cash,,38741,18890,2.051,1/1,
Artem,false,66bf757f27d0b097db0acf2f,618168dc8004cc50514c34fc,Магазин на 20 патронов 7.62x51 для FN SCAR-H,3,finite,875,5,cash,,21071,4000,5.268,1/1,very-expensive
Artem,false,66bf757f27d0b097db0acf30,6183d53f1cb55961fa0fdcda,Магазин на 20 патронов 7.62x51 для FN SCAR-H (FDE),3,finite,875,5,cash,,21071,4500,4.682,1/1,very-expensive
Artem,false,66bf757f27d0b097db0acf31,619cbf7d23893217ec30b689,Кейс для инъекторов,3,unlimited,99999,1,barter,,222689,415000,0.537,1/1,
Artem,false,66bf757f27d0b097db0acf32,5bb2475ed4351e00853264e3,Штурмовая винтовка HK 416A5 5.56x45,3,unlimited,99999,2,cash,,46523,88157,0.528,12/12,
Artem,false,66bf757f27d0b097db0acf33,5fbcc1d9016cce60e8341ab3,Штурмовая винтовка SIG MCX .300 Blackout,3,unlimited,99999,2,cash+quest,67464750efd379bfffb1d539,159653,179760,0.888,20/20,
Artem,false,66bf757f27d0b097db0acf34,5fbcc1d9016cce60e8341ab3,Штурмовая винтовка SIG MCX .300 Blackout,3,unlimited,99999,2,cash,,47490,82202,0.578,13/13,
Artem,false,66bf757f27d0b097db0acf35,5c0e655586f774045612eeb2,"Бронежилет HighCom ""Trooper TFO"" (MultiCam)",3,unlimited,99999,2,cash,,116523,113000,1.031,5/5,
Artem,false,66bf757f27d0b097db0acf36,5cfe8010d7ad1a59283b14c6,"Магазин барабанный X Products ""X-47"" на 50 патронов 7.62x39 для АК",3,unlimited,99999,4,cash,,32563,29700,1.096,1/1,
Artem,false,66bf757f27d0b097db0acfa0,66326bfd46817c660d015132,66326bfd46817c660d015132,3,finite,490,3,cash,,78465,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfa1,66bf757f27d0b097db0ace81,66bf757f27d0b097db0ace81,3,finite,169,2,cash,,50000,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfa2,66326bfd46817c660d01512e,66326bfd46817c660d01512e,3,finite,6843,2,cash,,124465,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfa3,66326bfd46817c660d015146,66326bfd46817c660d015146,3,finite,6843,2,cash,,124465,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfa4,66326bfd46817c660d015148,66326bfd46817c660d015148,3,finite,5343,2,cash,,124465,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfa8,66326bfd46817c660d015127,66326bfd46817c660d015127,3,finite,265,4,cash,,140000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfa9,66326bfd46817c660d015128,66326bfd46817c660d015128,3,finite,876,4,cash,,140000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfaa,66326bfd46817c660d015129,66326bfd46817c660d015129,3,finite,756,4,cash,,140000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfac,669819683571cb050b0b6393,669819683571cb050b0b6393,3,finite,985,4,cash,,140000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfad,669819683571cb050b0b6394,669819683571cb050b0b6394,3,finite,985,4,cash,,140000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfaf,66bf757f27d0b097db0ace44,66bf757f27d0b097db0ace44,3,finite,985,4,cash,,65000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfb2,66bf757f27d0b097db0ace58,66bf757f27d0b097db0ace58,3,finite,985,4,cash,,65000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfb3,66bf757f27d0b097db0ace61,66bf757f27d0b097db0ace61,3,finite,985,4,cash,,65000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfb5,66326bfd46817c660d015135,66326bfd46817c660d015135,3,finite,789,3,cash,,170523,,,8/9,partial-product-value
Artem,false,66bf757f27d0b097db0acfb7,66326bfd46817c660d015138,66326bfd46817c660d015138,3,finite,794,3,cash,,171024,,,8/9,partial-product-value
Artem,false,66bf757f27d0b097db0acfb8,66326bfd46817c660d015139,66326bfd46817c660d015139,3,finite,1000,3,cash,,169354,,,4/5,partial-product-value
Artem,false,66bf757f27d0b097db0acfb9,66326bfd46817c660d015145,66326bfd46817c660d015145,3,finite,900,3,cash,,171024,,,4/5,partial-product-value
Artem,false,66bf757f27d0b097db0acfba,66326bfd46817c660d015149,66326bfd46817c660d015149,3,finite,1265,3,cash,,169354,,,8/9,partial-product-value
Artem,false,66bf757f27d0b097db0acfbb,66326bfd46817c660d015151,66326bfd46817c660d015151,3,finite,462,3,cash,,169354,,,4/5,partial-product-value
Artem,false,66bf757f27d0b097db0acfbc,66326bfd46817c660d015152,66326bfd46817c660d015152,3,finite,1000,3,cash,,171024,,,4/5,partial-product-value
Artem,false,66bf757f27d0b097db0acfbd,66b94b886af54725ea0a4b93,66b94b886af54725ea0a4b93,3,unlimited,99999,2,cash,,205223,,,8/9,partial-product-value
Artem,false,66bf757f27d0b097db0acfc0,66326bfd46817c660d01513b,66326bfd46817c660d01513b,3,finite,745,3,cash,,165234,,,6/7,partial-product-value
Artem,false,66bf757f27d0b097db0acfc1,66326bfd46817c660d01512a,66326bfd46817c660d01512a,3,finite,918,4,cash,,140000,,,2/3,partial-product-value
Artem,false,66bf757f27d0b097db0acfc2,66326bfd46817c660d01512b,66326bfd46817c660d01512b,3,finite,523,4,cash,,140000,,,3/4,partial-product-value
Artem,false,66bf757f27d0b097db0acfc3,66bf757f27d0b097db0ace46,66bf757f27d0b097db0ace46,3,finite,255,4,cash,,1500,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfc4,66bf757f27d0b097db0ace45,66bf757f27d0b097db0ace45,3,finite,255,4,cash,,1500,,,0/1,partial-product-value
Artem,false,66bf757f27d0b097db0acfc5,668bc5cd834c88e06b08b6a9,668bc5cd834c88e06b08b6a9,3,finite,100,2,cash,,75000,,,5/6,partial-product-value
Artem,false,66bf757f27d0b097db0acfc6,668bc5cd834c88e06b08b6aa,668bc5cd834c88e06b08b6aa,3,finite,100,2,cash,,75000,,,5/6,partial-product-value
Artem,false,67607840017f50377724dd95,6529302b8c26af6326029fb7,6.8x51мм SIG FMJ,3,finite,9000,240,cash,,567,529,1.072,1/1,
Artem,false,676a14f4d40f91f9958fd60d,676a1476242dea0ba69ebbd8,676a1476242dea0ba69ebbd8,3,finite,985,4,cash,,150000,,,3/4,partial-product-value
Artem,false,677158152f1f1899add594a2,677156cc0177798346cf341c,677156cc0177798346cf341c,3,finite,1265,3,cash,,169354,,,8/9,partial-product-value
Artem,false,66bf757f27d0b097db0acefe,5c94bbff86f7747ee735c08f,Ключ-карта доступа в TerraGroup Labs,4,finite,100,4,cash+quest,6741dbba9e6d28c8ff0a700f,152385,100000,1.524,1/1,
Artem,false,66bf757f27d0b097db0aceff,5cadf6ddae9215051e1c23b2,12.7x55мм ПС12,4,finite,54900,180,cash+quest,6741d50ae7f5bd50d5034129,999,360,2.775,1/1,
Artem,false,66bf757f27d0b097db0acf00,5fd20ff893a8961fc660a954,.300 Blackout AP,4,finite,83494,160,cash+quest,6741d2a8ee39dbd555b6468d,801,870,0.921,1/1,
Artem,false,66bf757f27d0b097db0acf01,59e690b686f7746c9f75e848,5.56x45мм M995,4,finite,84595,160,cash+quest,6741de5af218c3a4a71f659e,975,1230,0.793,1/1,
